Date,Price,Open,High,Low,Vol.,Change %
2019-01-01,"3,809.4","3,709.5","3,814.3","3,664.4",469.11K,2.69%
2019-01-02,"3,873.8","3,809.7","3,894.8","3,768.1",554.47K,1.69%
2019-01-03,"3,780.1","3,874.1","3,875.8","3,753.0",450.32K,-2.42%
2019-01-04,"3,802.7","3,780.5","3,823.9","3,720.0",488.70K,0.60%
2019-01-05,"3,785.4","3,802.8","3,846.7","3,769.0",468.45K,-0.46%
2019-01-06,"4,004.1","3,785.7","4,034.1","3,758.5",529.89K,5.78%
2019-01-07,"3,985.9","4,004.3","4,028.0","3,945.5",500.88K,-0.45%
2019-01-08,"3,971.0","3,985.8","4,070.5","3,943.1",514.08K,-0.37%
2019-01-09,"3,978.0","3,971.0","4,014.2","3,957.5",473.42K,0.17%
2019-01-10,"3,603.7","3,978.9","4,007.7","3,562.1",697.31K,-9.41%
2019-01-11,"3,616.5","3,603.3","3,655.7","3,563.1",551.64K,0.35%
2019-01-12,"3,597.2","3,616.6","3,633.9","3,561.3",435.06K,-0.53%
2019-01-13,"3,490.2","3,597.3","3,617.6","3,473.2",452.79K,-2.98%
2019-01-14,"3,638.1","3,490.4","3,672.0","3,490.4",539.93K,4.24%
2019-01-15,"3,571.3","3,637.5","3,660.8","3,545.7",544.85K,-1.84%
2019-01-16,"3,588.0","3,570.6","3,644.1","3,561.4",487.34K,0.47%
2019-01-17,"3,626.4","3,588.1","3,636.7","3,554.8",525.10K,1.07%
2019-01-18,"3,605.6","3,626.3","3,627.9","3,575.7",488.16K,-0.57%
2019-01-19,"3,677.8","3,605.8","3,715.2","3,604.1",537.06K,2.00%
2019-01-20,"3,542.3","3,676.2","3,699.1","3,503.9",563.31K,-3.68%
2019-01-21,"3,536.7","3,542.7","3,561.4","3,505.4",394.17K,-0.16%
2019-01-22,"3,580.1","3,536.9","3,607.9","3,465.2",447.70K,1.23%
2019-01-23,"3,561.5","3,580.1","3,608.3","3,532.8",445.87K,-0.52%
2019-01-24,"3,574.3","3,561.4","3,587.0","3,539.7",428.60K,0.36%
2019-01-25,"3,572.0","3,574.3","3,582.6","3,542.2",448.89K,-0.06%
2019-01-26,"3,570.9","3,572.0","3,652.5","3,556.1",432.55K,-0.03%
2019-01-27,"3,555.6","3,570.9","3,583.2","3,509.2",464.02K,-0.43%
2019-01-28,"3,442.8","3,555.8","3,561.2","3,395.7",620.85K,-3.17%
2019-01-29,"3,414.8","3,442.8","3,450.1","3,368.2",585.46K,-0.81%
2019-01-30,"3,460.0","3,414.6","3,479.0","3,394.2",600.25K,1.32%
2019-01-31,"3,437.2","3,460.0","3,484.7","3,427.0",477.07K,-0.66%
2019-02-01,"3,467.9","3,437.7","3,485.7","3,415.3",481.58K,0.90%
2019-02-02,"3,502.5","3,467.9","3,514.5","3,447.8",443.60K,1.00%
2019-02-03,"3,459.1","3,502.3","3,507.8","3,431.3",451.66K,-1.24%
2019-02-04,"3,462.8","3,459.0","3,479.7","3,437.1",503.92K,0.11%
2019-02-05,"3,468.4","3,463.0","3,485.9","3,450.3",460.95K,0.16%
2019-02-06,"3,404.3","3,468.5","3,478.0","3,383.9",514.21K,-1.85%
2019-02-07,"3,397.7","3,404.9","3,421.8","3,390.3",471.36K,-0.20%
2019-02-08,"3,661.7","3,397.3","3,721.1","3,382.5",699.23K,7.77%
2019-02-09,"3,661.4","3,661.6","3,675.3","3,633.2",454.80K,-0.01%
2019-02-10,"3,679.0","3,661.0","3,680.6","3,617.1",501.90K,0.48%
2019-02-11,"3,631.8","3,678.8","3,681.1","3,623.8",517.28K,-1.28%
2019-02-12,"3,632.0","3,631.8","3,656.4","3,594.4",545.82K,0.01%
2019-02-13,"3,611.5","3,632.0","3,663.5","3,599.2",558.02K,-0.56%
2019-02-14,"3,592.6","3,611.5","3,624.5","3,580.2",498.14K,-0.52%
2019-02-15,"3,604.7","3,592.6","3,648.3","3,581.4",516.21K,0.34%
2019-02-16,"3,616.8","3,604.7","3,641.9","3,599.7",485.63K,0.34%
2019-02-17,"3,664.2","3,616.8","3,689.9","3,607.9",580.51K,1.31%
2019-02-18,"3,896.0","3,664.2","3,903.7","3,655.1",933.15K,6.33%
2019-02-19,"3,914.3","3,896.4","3,993.8","3,863.7",1.44M,0.47%
2019-02-20,"3,972.4","3,914.3","3,983.6","3,881.2",698.01K,1.48%
2019-02-21,"3,936.6","3,972.0","4,011.5","3,909.2",668.16K,-0.90%
2019-02-22,"3,965.2","3,937.4","3,983.1","3,931.7",649.55K,0.73%
2019-02-23,"4,120.4","3,965.2","4,152.6","3,939.4",727.85K,3.91%
2019-02-24,"3,755.2","4,120.5","4,194.2","3,738.7",977.78K,-8.86%
2019-02-25,"3,833.7","3,755.7","3,870.7","3,753.8",765.87K,2.09%
2019-02-26,"3,810.3","3,833.5","3,845.5","3,775.0",2.09M,-0.61%
